HS6_Code,Sector,Product_Category,Region,Product_Name,Month,Year,Quarter,Trade_Value_USD_1000,Shipping_Cost_USD_1000,Insurance_Cost_USD_1000,MFN_Tariff_Rate,Applied_Tariff_Rate,Duty_Savings_Percent,Net_Profit_Margin_Percent,FTA_Status,CBAM_Applicable,Carbon_Tax_Risk,Carbon_Intensity_Score,Market_Share_Percent
719368,Gems & Jewellery,Cut Diamonds,ASEAN,Cut Diamonds Batch 719368,July,2025,Q3,6210.9,319.18,78.57,17.33,14.16,3.17,6.93,Active,No,High,2.35,6.84
847965,Machinery & Electronics,Transformers,ASEAN,Transformers Batch 847965,May,2026,Q2,476.66,17.63,5.34,29.1,22.55,6.55,20.73,Active,No,High,4.98,14.55
618862,Textiles & Apparel,Cotton Garments,USA,Cotton Garments Batch 618862,August,2026,Q3,8686.26,225.69,82.01,31.31,30.4,0.91,14.88,Active,No,High,3.37,15.36
738058,Iron & Steel,Steel Tubes,USA,Steel Tubes Batch 738058,April,2025,Q2,2078.73,140.57,20.04,38.27,28.33,9.94,20.44,Active,No,Low,0.0,0.34
904494,Pharmaceuticals,Bulk Drugs,Australia,Bulk Drugs Batch 904494,May,2025,Q2,1698.96,126.65,9.05,28.57,0.0,28.57,5.45,Active,No,Low,0.0,15.17
855231,Machinery & Electronics,Transformers,ASEAN,Transformers Batch 855231,April,2026,Q2,8659.74,508.03,115.05,39.07,26.45,12.62,18.62,Active,No,Low,0.0,2.49
296150,Chemicals,Polymers,South Africa,Polymers Batch 296150,March,2025,Q1,5804.54,160.09,35.89,13.08,11.56,1.52,14.81,Active,No,Low,0.0,15.21
295136,Chemicals,Agrochemicals,USA,Agrochemicals Batch 295136,February,2024,Q1,1734.63,96.44,9.16,20.31,17.3,3.01,17.03,Active,No,High,2.9,0.65
399190,Chemicals,Dyes & Pigments,Japan,Dyes & Pigments Batch 399190,March,2024,Q1,16966.48,536.65,227.43,27.84,19.17,8.67,17.35,Active,No,Low,0.0,13.91
382028,Chemicals,Organic Chemicals,European Union,Organic Chemicals Batch 382028,November,2026,Q4,588.99,44.55,3.67,35.34,0.0,35.34,7.41,Active,Yes,Low,4.48,1.85
086022,Agriculture & Food,Process Food,Canada,Process Food Batch 086022,January,2025,Q1,7509.34,184.57,89.16,7.58,7.46,0.12,11.38,Active,No,Low,0.0,11.48
084811,Agriculture & Food,Organic Spices,UK,Organic Spices Batch 084811,November,2026,Q4,7256.49,196.16,61.16,27.09,4.06,23.03,10.9,Active,No,High,0.88,13.4
521378,Textiles & Apparel,Synthetic Fabrics,European Union,Synthetic Fabrics Batch 521378,September,2026,Q3,1873.72,78.5,26.21,31.63,0.0,31.63,5.5,Active,No,High,1.18,13.15
737135,Iron & Steel,Iron Bars,USA,Iron Bars Batch 737135,June,2026,Q2,4861.97,314.63,48.42,24.3,17.44,6.86,13.72,Active,No,Low,0.0,16.62
309745,Pharmaceuticals,Bulk Drugs,ASEAN,Bulk Drugs Batch 309745,February,2026,Q1,456.38,13.66,3.22,32.76,27.36,5.4,17.28,Active,No,Low,0.0,15.91
095089,Agriculture & Food,Fresh Fruits,USA,Fresh Fruits Batch 095089,October,2025,Q4,11920.81,505.89,135.03,20.03,16.56,3.47,6.09,Active,No,High,4.46,17.25
904787,Pharmaceuticals,Surgical Equipment,South Africa,Surgical Equipment Batch 904787,June,2025,Q2,2258.93,88.91,29.16,6.05,4.07,1.98,11.08,Active,No,High,1.15,6.82
721150,Iron & Steel,Iron Bars,European Union,Iron Bars Batch 721150,December,2025,Q4,1360.92,53.48,9.97,12.48,0.0,12.48,6.13,Active,Yes,Low,3.05,9.59
638795,Textiles & Apparel,Home Textiles,USA,Home Textiles Batch 638795,October,2026,Q4,14378.85,561.74,117.92,19.76,17.83,1.93,8.35,Active,No,Low,0.0,9.08
302567,Pharmaceuticals,Antibiotics,UK,Antibiotics Batch 302567,October,2025,Q4,1036.38,22.05,5.37,25.69,0.0,25.69,18.32,Active,No,High,4.57,5.26
717877,Gems & Jewellery,Precious Stones,European Union,Precious Stones Batch 717877,June,2026,Q2,360.43,25.15,3.3,5.57,0.0,5.57,10.12,Active,No,Low,0.0,13.62
165073,Agriculture & Food,Basmati Rice,European Union,Basmati Rice Batch 165073,July,2025,Q3,288.6,20.47,4.23,29.38,0.0,29.38,7.06,Active,No,Low,0.0,16.89
621611,Textiles & Apparel,Cotton Garments,UK,Cotton Garments Batch 621611,February,2025,Q1,7398.37,248.44,43.5,35.15,0.0,35.15,17.31,Active,No,Low,0.0,14.73
871643,Machinery & Electronics,Smartphones,European Union,Smartphones Batch 871643,February,2024,Q1,436.75,17.37,4.86,38.15,24.04,14.11,18.81,Active,No,Low,0.0,12.64
732526,Iron & Steel,Stainless Steel,Japan,Stainless Steel Batch 732526,March,2026,Q1,41447.85,1856.77,392.42,36.07,35.58,0.49,7.08,Active,No,High,2.93,11.97
903821,Pharmaceuticals,Vaccines,Australia,Vaccines Batch 903821,May,2026,Q2,131.25,9.5,1.52,7.9,0.0,7.9,17.5,Active,No,High,3.51,1.54
081195,Agriculture & Food,Basmati Rice,UAE,Basmati Rice Batch 081195,August,2025,Q3,37975.05,1234.94,414.13,11.58,0.0,11.58,13.97,Active,No,Low,0.0,13.74
307423,Pharmaceuticals,Antibiotics,UK,Antibiotics Batch 307423,April,2025,Q2,4090.92,234.12,28.76,18.5,0.0,18.5,11.8,Active,No,High,1.46,3.12
302869,Pharmaceuticals,Surgical Equipment,USA,Surgical Equipment Batch 302869,December,2024,Q4,2578.42,80.5,13.63,13.42,12.85,0.57,16.25,Active,No,Low,0.0,6.46
615565,Textiles & Apparel,Home Textiles,UAE,Home Textiles Batch 615565,March,2025,Q1,1316.35,30.53,10.17,22.58,0.0,22.58,6.66,Active,No,Low,0.0,13.23
093461,Agriculture & Food,Organic Spices,UK,Organic Spices Batch 093461,October,2025,Q4,5424.63,249.61,64.07,23.53,0.0,23.53,15.99,Active,No,High,1.18,1.15
634018,Textiles & Apparel,Home Textiles,South Africa,Home Textiles Batch 634018,February,2025,Q1,2817.34,177.35,25.13,12.93,10.97,1.96,6.72,Active,No,Low,0.0,9.01
739146,Iron & Steel,Steel Tubes,Australia,Steel Tubes Batch 739146,December,2024,Q4,15598.86,967.57,152.36,8.3,6.65,1.65,10.19,Active,No,High,0.93,12.33
736828,Iron & Steel,Steel Tubes,European Union,Steel Tubes Batch 736828,November,2025,Q4,3538.09,277.61,48.87,19.98,0.0,19.98,7.9,Active,Yes,High,3.01,17.46
854170,Machinery & Electronics,Smartphones,USA,Smartphones Batch 854170,January,2024,Q1,3734.81,261.89,38.29,24.85,24.75,0.1,7.84,Active,No,High,3.9,1.98
717254,Gems & Jewellery,Silverware,South Africa,Silverware Batch 717254,May,2026,Q2,1727.76,35.96,14.73,22.03,16.43,5.6,17.07,Active,No,Low,0.0,2.21
282862,Chemicals,Industrial Gases,UAE,Industrial Gases Batch 282862,November,2024,Q4,2736.9,149.59,32.73,17.5,10.72,6.78,12.32,Active,No,High,3.75,3.65
099096,Agriculture & Food,Basmati Rice,South Africa,Basmati Rice Batch 099096,August,2026,Q3,4730.1,193.61,39.32,11.12,10.72,0.4,15.02,Active,No,Low,0.0,5.71
529953,Textiles & Apparel,Home Textiles,USA,Home Textiles Batch 529953,July,2025,Q3,229.23,9.36,1.4,24.83,22.77,2.06,5.14,Active,No,High,2.38,2.87
304872,Pharmaceuticals,Surgical Equipment,Australia,Surgical Equipment Batch 304872,February,2025,Q1,394.54,14.59,4.31,5.55,0.0,5.55,5.9,Active,No,Low,0.0,0.29
304227,Pharmaceuticals,Generic Medicines,Japan,Generic Medicines Batch 304227,May,2026,Q2,9089.69,266.35,53.27,28.29,25.67,2.62,9.6,Active,No,High,2.22,16.55
307055,Pharmaceuticals,Bulk Drugs,UAE,Bulk Drugs Batch 307055,November,2026,Q4,3851.81,286.0,53.66,18.52,0.0,18.52,20.64,Active,No,Low,0.0,3.28
162797,Agriculture & Food,Process Food,UAE,Process Food Batch 162797,May,2024,Q2,2262.05,86.64,18.04,19.57,13.3,6.27,20.76,Active,No,Low,0.0,9.92
072777,Agriculture & Food,Marine Products,Canada,Marine Products Batch 072777,December,2025,Q4,3064.53,127.04,26.18,22.63,19.78,2.85,12.93,Active,No,Low,0.0,8.41
852127,Machinery & Electronics,Smartphones,Australia,Smartphones Batch 852127,April,2026,Q2,5020.94,264.08,53.5,22.93,0.0,22.93,9.99,Active,No,Low,0.0,2.44
397668,Chemicals,Organic Chemicals,European Union,Organic Chemicals Batch 397668,February,2024,Q1,1326.58,35.05,14.52,14.46,14.38,0.08,18.97,Active,Yes,Low,3.48,15.58
521699,Textiles & Apparel,Home Textiles,UAE,Home Textiles Batch 521699,September,2024,Q3,927.55,26.14,12.94,24.67,24.35,0.32,15.87,Active,No,High,1.57,5.73
529835,Textiles & Apparel,Silk Products,USA,Silk Products Batch 529835,February,2024,Q1,3998.87,204.7,29.88,10.36,9.86,0.5,6.76,Active,No,High,4.18,8.1
636171,Textiles & Apparel,Cotton Garments,UK,Cotton Garments Batch 636171,April,2026,Q2,687.07,31.84,7.96,14.11,0.0,14.11,7.09,Active,No,High,3.22,3.49
717599,Gems & Jewellery,Gold Jewellery,South Africa,Gold Jewellery Batch 717599,April,2025,Q2,5499.32,142.99,59.87,21.82,15.62,6.2,11.24,Active,No,Low,0.0,7.16
396364,Chemicals,Organic Chemicals,UK,Organic Chemicals Batch 396364,January,2025,Q1,231.86,4.79,1.86,21.0,0.0,21.0,15.97,Active,No,Low,0.0,0.96
906845,Pharmaceuticals,Bulk Drugs,European Union,Bulk Drugs Batch 906845,March,2025,Q1,13956.96,455.65,195.75,22.52,3.38,19.14,13.93,Active,No,High,0.96,2.89
386827,Chemicals,Industrial Gases,Australia,Industrial Gases Batch 386827,November,2025,Q4,6056.55,426.14,59.58,37.32,0.0,37.32,21.36,Active,No,High,2.92,16.71
712699,Gems & Jewellery,Synthetic Gems,Japan,Synthetic Gems Batch 712699,October,2026,Q4,4376.68,193.56,23.85,17.18,14.55,2.63,19.48,Active,No,High,1.24,12.04
093940,Agriculture & Food,Marine Products,USA,Marine Products Batch 093940,March,2026,Q1,13017.33,588.43,73.47,36.24,32.7,3.54,15.4,Active,No,High,0.28,13.55
169013,Agriculture & Food,Process Food,UK,Process Food Batch 169013,June,2024,Q2,36250.62,2875.84,389.25,29.46,22.13,7.33,8.4,Active,No,Low,0.0,8.94
293530,Chemicals,Agrochemicals,ASEAN,Agrochemicals Batch 293530,September,2024,Q3,13650.82,1059.17,81.39,8.01,4.88,3.13,5.57,Active,No,High,4.48,6.6
161953,Agriculture & Food,Fresh Fruits,UK,Fresh Fruits Batch 161953,November,2026,Q4,188.42,9.74,1.3,38.52,0.0,38.52,8.53,Active,No,Low,0.0,9.12
301866,Pharmaceuticals,Surgical Equipment,ASEAN,Surgical Equipment Batch 301866,November,2025,Q4,437.31,12.08,4.45,35.59,29.46,6.13,6.72,Active,No,Low,0.0,4.3
851238,Machinery & Electronics,Transformers,Australia,Transformers Batch 851238,May,2025,Q2,1167.68,84.41,17.14,29.61,0.0,29.61,6.27,Active,No,High,4.28,16.79
858917,Machinery & Electronics,Industrial Pumps,South Africa,Industrial Pumps Batch 858917,December,2024,Q4,3099.94,245.19,35.75,25.4,24.76,0.64,5.55,Active,No,Low,0.0,4.84
303680,Pharmaceuticals,Generic Medicines,Japan,Generic Medicines Batch 303680,November,2024,Q4,6480.08,498.19,91.0,13.25,8.34,4.91,16.95,Active,No,High,1.79,1.46
162080,Agriculture & Food,Fresh Fruits,Canada,Fresh Fruits Batch 162080,March,2025,Q1,1003.64,49.98,7.28,30.32,19.45,10.87,10.95,Active,No,Low,0.0,5.6
711713,Gems & Jewellery,Gold Jewellery,UAE,Gold Jewellery Batch 711713,September,2026,Q3,3944.79,253.55,41.52,35.11,0.0,35.11,5.89,Active,No,Low,0.0,12.58
162724,Agriculture & Food,Marine Products,Canada,Marine Products Batch 162724,February,2026,Q1,959.99,30.35,8.99,39.39,29.43,9.96,5.98,Active,No,High,0.55,0.38
161511,Agriculture & Food,Fresh Fruits,UAE,Fresh Fruits Batch 161511,January,2024,Q1,1191.21,44.02,9.7,6.98,5.41,1.57,15.24,Active,No,High,4.99,2.51
079419,Agriculture & Food,Marine Products,USA,Marine Products Batch 079419,May,2026,Q2,361.41,24.87,5.05,12.21,10.77,1.44,19.6,Active,No,Low,0.0,12.89
909341,Pharmaceuticals,Surgical Equipment,South Africa,Surgical Equipment Batch 909341,May,2025,Q2,746.32,17.34,10.45,29.42,23.58,5.84,16.99,Active,No,Low,0.0,5.18
724980,Iron & Steel,Steel Tubes,UAE,Steel Tubes Batch 724980,February,2025,Q1,392.48,8.69,2.89,30.37,4.56,25.81,12.48,Active,No,Low,0.0,17.16
614445,Textiles & Apparel,Silk Products,ASEAN,Silk Products Batch 614445,May,2024,Q2,689.65,29.68,3.58,7.09,6.68,0.41,11.5,Active,No,Low,0.0,0.99
729465,Iron & Steel,Construction Steel,South Africa,Construction Steel Batch 729465,January,2026,Q1,14479.12,591.74,76.16,15.68,12.8,2.88,15.35,Active,No,Low,0.0,16.62
301353,Pharmaceuticals,Surgical Equipment,ASEAN,Surgical Equipment Batch 301353,July,2026,Q3,717.59,49.11,7.56,37.5,33.79,3.71,21.19,Active,No,Low,0.0,15.48
858382,Machinery & Electronics,Computer Hardware,South Africa,Computer Hardware Batch 858382,May,2024,Q2,154596.4,12299.19,1141.27,38.61,30.38,8.23,20.43,Active,No,Low,0.0,14.43
307947,Pharmaceuticals,Generic Medicines,Japan,Generic Medicines Batch 307947,October,2025,Q4,6247.75,225.7,46.89,6.35,4.51,1.84,16.1,Active,No,High,0.71,10.32
306669,Pharmaceuticals,Vaccines,European Union,Vaccines Batch 306669,August,2024,Q3,3933.38,192.0,52.88,21.33,21.04,0.29,8.7,Active,No,High,2.94,1.62
851866,Machinery & Electronics,Transformers,UK,Transformers Batch 851866,May,2025,Q2,822.59,27.68,5.55,14.08,0.0,14.08,19.81,Active,No,High,1.24,11.85
738450,Iron & Steel,Stainless Steel,European Union,Stainless Steel Batch 738450,September,2026,Q3,8522.5,677.69,125.73,12.98,1.95,11.03,5.27,Active,Yes,Low,2.75,1.0
721974,Iron & Steel,Iron Bars,Canada,Iron Bars Batch 721974,February,2026,Q1,1257.08,68.16,16.71,7.71,5.26,2.45,16.58,Active,No,High,3.25,15.79
738756,Iron & Steel,Flat-rolled Products,Japan,Flat-rolled Products Batch 738756,July,2026,Q3,3579.63,134.75,19.01,18.12,17.7,0.42,11.26,Active,No,Low,0.0,16.76
848737,Machinery & Electronics,Smartphones,Japan,Smartphones Batch 848737,September,2026,Q3,138708.07,7613.57,1170.77,32.33,25.97,6.36,8.65,Active,No,High,3.32,2.87
713882,Gems & Jewellery,Cut Diamonds,South Africa,Cut Diamonds Batch 713882,October,2026,Q4,2580.94,165.14,34.78,24.19,18.56,5.63,13.97,Active,No,High,3.07,11.93
854434,Machinery & Electronics,Computer Hardware,Australia,Computer Hardware Batch 854434,April,2025,Q2,16712.46,697.21,159.74,13.51,2.03,11.48,17.72,Active,No,High,3.5,8.12
075581,Agriculture & Food,Process Food,South Africa,Process Food Batch 075581,February,2025,Q1,1038.19,48.73,9.54,27.87,23.47,4.4,14.68,Active,No,High,4.64,4.56
088743,Agriculture & Food,Fresh Fruits,Australia,Fresh Fruits Batch 088743,June,2025,Q2,2828.54,142.28,18.34,9.13,0.0,9.13,13.4,Active,No,High,4.51,15.8
616343,Textiles & Apparel,Synthetic Fabrics,South Africa,Synthetic Fabrics Batch 616343,December,2025,Q4,42455.04,935.9,395.43,31.0,20.17,10.83,16.73,Active,No,High,0.75,15.63
092661,Agriculture & Food,Marine Products,South Africa,Marine Products Batch 092661,April,2026,Q2,1163.92,80.87,9.74,15.27,11.22,4.05,15.35,Active,No,High,4.97,1.01
396290,Chemicals,Agrochemicals,Canada,Agrochemicals Batch 396290,December,2025,Q4,45191.89,1268.82,308.86,15.13,11.97,3.16,18.02,Active,No,High,0.85,0.34
879368,Machinery & Electronics,Industrial Pumps,ASEAN,Industrial Pumps Batch 879368,June,2025,Q2,8618.17,316.79,109.71,11.19,9.95,1.24,8.95,Active,No,Low,0.0,6.27
878475,Machinery & Electronics,Transformers,ASEAN,Transformers Batch 878475,May,2025,Q2,1282.16,99.0,6.95,18.44,16.65,1.79,21.07,Active,No,High,2.21,5.15
845446,Machinery & Electronics,Industrial Pumps,UK,Industrial Pumps Batch 845446,February,2025,Q1,7697.2,562.83,60.69,14.58,0.0,14.58,20.6,Active,No,High,4.63,12.06
728075,Iron & Steel,Flat-rolled Products,UK,Flat-rolled Products Batch 728075,January,2026,Q1,12820.9,671.68,166.54,36.59,5.49,31.1,5.11,Active,No,High,1.91,5.22
876676,Machinery & Electronics,Computer Hardware,UK,Computer Hardware Batch 876676,August,2025,Q3,7575.81,569.33,46.97,37.13,0.0,37.13,20.11,Active,No,Low,0.0,4.88
719524,Gems & Jewellery,Gold Jewellery,Japan,Gold Jewellery Batch 719524,February,2026,Q1,282.78,11.21,2.85,32.77,29.2,3.57,9.69,Active,No,High,3.56,5.8
617650,Textiles & Apparel,Silk Products,UAE,Silk Products Batch 617650,September,2026,Q3,1001.54,77.07,11.29,34.32,0.0,34.32,9.18,Active,No,Low,0.0,15.72
737029,Iron & Steel,Steel Tubes,Canada,Steel Tubes Batch 737029,March,2026,Q1,2056.42,119.45,12.11,22.39,14.61,7.78,13.78,Active,No,High,0.12,1.4
843214,Machinery & Electronics,Transformers,ASEAN,Transformers Batch 843214,December,2025,Q4,2666.04,90.87,22.63,26.47,22.56,3.91,14.02,Active,No,High,4.4,15.16
909060,Pharmaceuticals,Antibiotics,Japan,Antibiotics Batch 909060,September,2025,Q3,7562.89,588.2,105.64,15.34,10.55,4.79,17.99,Active,No,Low,0.0,17.45
902432,Pharmaceuticals,Bulk Drugs,Canada,Bulk Drugs Batch 902432,June,2026,Q2,3891.51,242.4,49.57,8.97,7.88,1.09,13.22,Active,No,Low,0.0,10.9
284744,Chemicals,Dyes & Pigments,South Africa,Dyes & Pigments Batch 284744,April,2025,Q2,402.21,14.36,3.29,7.13,6.48,0.65,11.65,Active,No,Low,0.0,7.77
907238,Pharmaceuticals,Generic Medicines,Japan,Generic Medicines Batch 907238,November,2024,Q4,5272.69,286.57,35.14,15.8,12.07,3.73,8.51,Active,No,High,4.74,11.12
301258,Pharmaceuticals,Bulk Drugs,USA,Bulk Drugs Batch 301258,December,2025,Q4,7449.32,396.11,86.03,36.93,33.49,3.44,13.82,Active,No,Low,0.0,9.73
733947,Iron & Steel,Stainless Steel,UK,Stainless Steel Batch 733947,June,2025,Q2,6902.82,241.06,35.46,19.47,0.0,19.47,19.37,Active,No,High,2.56,14.29
634813,Textiles & Apparel,Synthetic Fabrics,UAE,Synthetic Fabrics Batch 634813,November,2026,Q4,15080.7,413.49,193.64,13.66,0.0,13.66,16.14,Active,No,High,4.11,15.8
711974,Gems & Jewellery,Cut Diamonds,ASEAN,Cut Diamonds Batch 711974,January,2024,Q1,10413.76,782.47,62.02,30.99,25.31,5.68,15.0,Active,No,Low,0.0,3.66
856475,Machinery & Electronics,Industrial Pumps,European Union,Industrial Pumps Batch 856475,May,2025,Q2,5935.88,463.92,63.88,21.06,0.0,21.06,11.4,Active,No,Low,0.0,1.86
097146,Agriculture & Food,Fresh Fruits,South Africa,Fresh Fruits Batch 097146,September,2024,Q3,2683.16,170.79,38.94,18.38,18.33,0.05,17.97,Active,No,High,2.32,10.49
626757,Textiles & Apparel,Silk Products,Canada,Silk Products Batch 626757,October,2024,Q4,246.8,16.93,3.64,27.5,20.16,7.34,6.62,Active,No,High,1.12,16.97
842861,Machinery & Electronics,Auto Components,Canada,Auto Components Batch 842861,September,2026,Q3,5678.41,133.65,56.41,34.39,31.1,3.29,12.0,Active,No,Low,0.0,15.05
528662,Textiles & Apparel,Knitted Apparel,European Union,Knitted Apparel Batch 528662,May,2026,Q2,4070.54,200.77,40.7,12.32,0.0,12.32,21.31,Active,No,High,1.68,12.82
872023,Machinery & Electronics,Transformers,ASEAN,Transformers Batch 872023,December,2024,Q4,4479.95,133.17,55.92,18.15,16.38,1.77,7.83,Active,No,Low,0.0,15.68
507331,Textiles & Apparel,Cotton Garments,South Africa,Cotton Garments Batch 507331,August,2024,Q3,439.17,19.31,3.5,31.21,25.56,5.65,12.4,Active,No,Low,0.0,13.01
388857,Chemicals,Agrochemicals,UK,Agrochemicals Batch 388857,March,2025,Q1,588.99,33.48,7.15,23.31,0.0,23.31,13.83,Active,No,Low,0.0,8.6
723177,Iron & Steel,Iron Bars,Canada,Iron Bars Batch 723177,January,2025,Q1,14468.5,347.58,213.7,19.57,12.92,6.65,10.3,Active,No,High,1.08,1.87
071789,Agriculture & Food,Process Food,Canada,Process Food Batch 071789,October,2024,Q4,2809.23,205.08,23.74,7.34,6.27,1.07,5.24,Active,No,High,1.45,14.81
715789,Gems & Jewellery,Precious Stones,ASEAN,Precious Stones Batch 715789,May,2026,Q2,8285.41,204.22,54.06,23.94,20.68,3.26,17.42,Active,No,Low,0.0,3.37
847685,Machinery & Electronics,Smartphones,ASEAN,Smartphones Batch 847685,June,2026,Q2,3110.31,113.94,40.66,32.02,26.8,5.22,19.81,Active,No,Low,0.0,3.93
622188,Textiles & Apparel,Synthetic Fabrics,UK,Synthetic Fabrics Batch 622188,March,2024,Q1,3117.02,76.89,45.82,21.64,12.99,8.65,7.33,Active,No,Low,0.0,7.77
097425,Agriculture & Food,Process Food,UAE,Process Food Batch 097425,September,2025,Q3,12178.48,590.27,98.86,18.21,0.0,18.21,13.87,Active,No,High,4.43,15.19
726581,Iron & Steel,Iron Bars,Canada,Iron Bars Batch 726581,August,2026,Q3,1374.62,73.51,12.86,32.61,28.51,4.1,10.92,Active,No,High,4.34,15.43
713788,Gems & Jewellery,Silverware,South Africa,Silverware Batch 713788,April,2025,Q2,3443.28,274.52,23.96,18.1,17.62,0.48,11.14,Active,No,High,0.13,5.72
637411,Textiles & Apparel,Knitted Apparel,Australia,Knitted Apparel Batch 637411,January,2026,Q1,1490.08,33.73,17.81,14.62,0.0,14.62,9.3,Active,No,High,4.86,14.86
717232,Gems & Jewellery,Precious Stones,Canada,Precious Stones Batch 717232,December,2026,Q4,1553.48,34.63,8.22,31.27,28.86,2.41,20.2,Active,No,High,3.56,3.35
716325,Gems & Jewellery,Gold Jewellery,European Union,Gold Jewellery Batch 716325,August,2026,Q3,1874.77,134.0,14.58,29.87,0.0,29.87,19.49,Active,No,High,1.73,12.16
907611,Pharmaceuticals,Bulk Drugs,ASEAN,Bulk Drugs Batch 907611,July,2026,Q3,4159.71,289.11,41.66,28.44,17.8,10.64,17.39,Active,No,High,0.95,0.99
877462,Machinery & Electronics,Auto Components,UK,Auto Components Batch 877462,November,2026,Q4,1453.71,56.21,15.42,34.47,5.17,29.3,7.0,Active,No,Low,0.0,10.31
392124,Chemicals,Organic Chemicals,USA,Organic Chemicals Batch 392124,March,2026,Q1,19606.85,1129.31,101.98,8.02,5.83,2.19,7.88,Active,No,High,1.17,6.87
639792,Textiles & Apparel,Synthetic Fabrics,UAE,Synthetic Fabrics Batch 639792,December,2026,Q4,779.06,48.58,5.28,9.65,0.0,9.65,7.39,Active,No,Low,0.0,7.57
713532,Gems & Jewellery,Gold Jewellery,Australia,Gold Jewellery Batch 713532,May,2026,Q2,2252.27,93.04,19.45,20.39,0.0,20.39,18.13,Active,No,Low,0.0,14.97
288459,Chemicals,Dyes & Pigments,UK,Dyes & Pigments Batch 288459,September,2026,Q3,1541.33,62.91,20.21,12.37,0.0,12.37,18.54,Active,No,High,1.78,17.44
847536,Machinery & Electronics,Industrial Pumps,Australia,Industrial Pumps Batch 847536,April,2025,Q2,26120.27,1332.7,295.45,14.13,2.12,12.01,13.08,Active,No,Low,0.0,10.65
909485,Pharmaceuticals,Surgical Equipment,European Union,Surgical Equipment Batch 909485,June,2026,Q2,4003.13,296.48,26.37,8.66,0.0,8.66,13.08,Active,No,Low,0.0,11.73
634930,Textiles & Apparel,Synthetic Fabrics,Canada,Synthetic Fabrics Batch 634930,September,2024,Q3,14013.37,798.72,153.25,31.32,24.29,7.03,16.81,Active,No,Low,0.0,8.63
738653,Iron & Steel,Iron Bars,Canada,Iron Bars Batch 738653,November,2025,Q4,321.07,23.32,4.06,15.51,15.33,0.18,20.31,Active,No,High,2.16,13.98
871330,Machinery & Electronics,Computer Hardware,South Africa,Computer Hardware Batch 871330,March,2025,Q1,4449.63,340.71,31.08,36.03,35.53,0.5,21.53,Active,No,High,0.74,6.13
632854,Textiles & Apparel,Cotton Garments,Canada,Cotton Garments Batch 632854,July,2024,Q3,11321.36,362.56,76.09,21.12,18.24,2.88,10.23,Active,No,High,1.26,3.82
629781,Textiles & Apparel,Synthetic Fabrics,Japan,Synthetic Fabrics Batch 629781,January,2025,Q1,3372.56,178.71,30.15,10.58,6.77,3.81,8.61,Active,No,Low,0.0,12.1
712259,Gems & Jewellery,Precious Stones,UK,Precious Stones Batch 712259,June,2024,Q2,14738.53,545.2,173.14,19.0,13.89,5.11,19.84,Active,No,Low,0.0,9.71
303887,Pharmaceuticals,Antibiotics,UK,Antibiotics Batch 303887,April,2025,Q2,1372.06,27.57,15.08,17.68,0.0,17.68,11.77,Active,No,High,3.26,2.66
724865,Iron & Steel,Flat-rolled Products,USA,Flat-rolled Products Batch 724865,June,2025,Q2,24686.73,915.82,218.93,27.89,21.48,6.41,18.96,Active,No,High,1.38,17.2
739776,Iron & Steel,Steel Tubes,USA,Steel Tubes Batch 739776,August,2024,Q3,93746.27,5564.04,847.91,17.12,15.29,1.83,18.72,Active,No,High,1.66,10.43
077293,Agriculture & Food,Marine Products,ASEAN,Marine Products Batch 077293,July,2024,Q3,1729.77,100.41,19.09,15.6,10.97,4.63,18.64,Active,No,Low,0.0,9.14
717856,Gems & Jewellery,Precious Stones,USA,Precious Stones Batch 717856,March,2025,Q1,1528.05,92.42,9.94,23.61,17.79,5.82,10.73,Active,No,Low,0.0,3.72
716516,Gems & Jewellery,Synthetic Gems,Canada,Synthetic Gems Batch 716516,May,2024,Q2,26372.49,1108.34,366.36,9.25,7.36,1.89,16.67,Active,No,Low,0.0,7.78
287944,Chemicals,Agrochemicals,UK,Agrochemicals Batch 287944,May,2025,Q2,31868.02,1206.56,170.69,19.6,0.0,19.6,6.9,Active,No,High,2.7,7.25
722628,Iron & Steel,Flat-rolled Products,Canada,Flat-rolled Products Batch 722628,July,2025,Q3,1360.64,77.6,19.3,17.09,13.39,3.7,20.36,Active,No,Low,0.0,0.92
302887,Pharmaceuticals,Vaccines,USA,Vaccines Batch 302887,July,2026,Q3,1587.19,120.07,19.83,39.31,24.82,14.49,12.18,Active,No,High,1.0,13.49
392434,Chemicals,Organic Chemicals,Australia,Organic Chemicals Batch 392434,May,2026,Q2,1953.39,67.64,25.37,22.99,3.45,19.54,11.36,Active,No,Low,0.0,4.03
084574,Agriculture & Food,Process Food,European Union,Process Food Batch 084574,October,2025,Q4,396.76,14.43,3.6,36.84,0.0,36.84,5.32,Active,No,Low,0.0,11.9
908691,Pharmaceuticals,Vaccines,Japan,Vaccines Batch 908691,February,2024,Q1,751.46,25.0,8.35,12.87,11.37,1.5,17.38,Active,No,Low,0.0,10.66
387959,Chemicals,Industrial Gases,Canada,Industrial Gases Batch 387959,September,2024,Q3,661.02,45.85,4.31,17.0,12.37,4.63,19.52,Active,No,Low,0.0,3.95
394261,Chemicals,Dyes & Pigments,European Union,Dyes & Pigments Batch 394261,November,2026,Q4,942.28,50.58,7.97,38.87,0.0,38.87,8.53,Active,Yes,Low,1.59,13.57
